"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
"RESTAURANTE ENCANTO BRASIL GOURMET LTDA - EPP";"RESTAURANTE À  MINEIRA GOURMET";"06.248.622/0001-10";"Sociedade Empresária";"09/11/2007";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24800000;"RJ";"Itaboraí";"Itaboraí";"RODOVIA BR 101, Nº 1876";"(21) 2639-4254";"";"";"";"WWW.RESTAURANTEAMINEIRA.COM.BR";"19.030432.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RESTAURANTE ENCANTO MINEIRO LTDA";"RESTAURANTE À MINEIRA";"01.785.272/0001-07";"Sociedade Empresária";"04/04/1997";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24360022;"RJ";"Niterói";"São Francisco";"AV. QUINTINO BOCAIUVA, 353";"(21) 2714-3676";"(21) 2704-9524";"";"";"WWW.RESTAURANTEAMINEIRA.COM.BR/NITEROI";"19.030427.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"RESTAURANTE ENCONTRO DOS RIOS DE VALDOMIRO E LEONIR LTDA.ME.";"LEONI DECORAÇÕES E ALIMENTAÇÃO DE EVENTOS";"05.983.896/0001-90";"Sociedade Empresária";"20/10/2003";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89160000;"SC";"Rio do Sul";"Rio do Sul";"RUA HERCULANO NUNES TEIXEIRA, 105, CENTRO - RIO DO SUL - SC ";"(47) 3521-8886";"";"";"";"";"24.031697.15.0001-7";"8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"(""Alemão,Inglês,Italiano"")"
"RESTAURANTE FOGÃO DE MINAS LTDA EPP";"FOGÃO DE MINAS";"01.942.254/0001-91";"Sociedade Empresária";"17/06/1997";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79002182;"MS";"Campo Grande";"Centro";"RUA DOM AQUINO, 2200";"(67) 3026-2627";"";"edmar.ra@hotmail.com";"";"";"12.030499.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;"(""Nenhuma das Opções"")"
"RESTAURANTE FOZ ZARAGOZA LTDA.";"RESTAURANTE ZARAGOZA";"00.096.562/0001-80";"Sociedade Empresária";"21/06/1994";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85851130;"PR";"Foz do Iguaçu";"Centro";"RUA QUINTINO BOCAIÚVA, 882";"(45) 3028-3089";"(45) 3028-8084";"";"";"";"18.029886.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"RESTAURANTE GAIA LTDA ME";"RESTAURANTE GAIA";"09.177.838/0001-20";"Sociedade Empresária";"26/10/2007";"Grande Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62598000;"CE";"Jijoca de Jericoacoara";"Jijoca de Jericoacoara";"RUA DO FORRÓ S/N";"(88) 3669-2150";"";"";"";"";"06.030479.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Francês,Inglês,Italiano,Espanhol"")"
"RESTAURANTE GOKAN GINZA LTDA";"GOKAN SUSHI LOUNGE";"08.822.715/0001-31";"Sociedade Empresária";"15/06/2007";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";90570070;"RS";"Porto Alegre";"Moinhos de Vento";"OLAVO BARRETO VIANA, 21 LOJA 1";"(51) 3028-8490";"(51) 3028-4080";"";"";"WWW.GOKAN.COM.BR";"23.030153.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"RESTAURANTE GROSSMUTTER LTDA ME";"GROSSMUTTER";"03.519.844/0001-31";"Sociedade Empresária";"22/11/1999";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29255000;"ES";"Marechal Floriano";"Marechal Floriano";"BR 262 KM 42,6";"(27) 9829-1168";"";"iranibello@hotmail.com";"chkuster@hotmail.com";"www.grossmutter.com.br";"08.032840.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";60;"(""Nenhuma das Opções"")"
"RESTAURANTE GULAS LTDA";"GULA'S RESTAURANTE SELF-SERVICE";"02.403.403/0001-07";"Sociedade Empresária";"13/02/1998";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58101550;"PB";"Campina Grande";"Centro";"RUA JOÃO SUASSUNA, Nº 74";"(83) 3322-3510";"(83) 3322-3510";"gulas10@hotmail.com";"";"";"15.032187.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;"(""Nenhuma das Opções"")"
"RESTAURANTE HICKMANN LTDA";"O PEIXARÃO";"01.964.226/0001-75";"Sociedade Empresária";"08/07/1997";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57010810;"AL";"Maceió";"Pontal da Barra";"AV. ALÍPIO BARBOSA DA SILVA, 532";"(82) 3351-9090";"";"maceio@opeixarao.com.br";"";"WWW.OPEIXARAO.COM.BR";"02.030406.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"(""Alemão,Inglês,Espanhol"")"
"RESTAURANTE KILOGRIL LTDA";"RESTAURANTE KILOGRIL";"07.564.183/0001-17";"Sociedade Empresária";"10/12/2005";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";44001592;"BA";"Feira de Santana";"Centro";"RUA CASTRO ALVES, 1643";"(75) 3223-1495";"";"";"";"WWW.KILOGRIL.COM.BR";"05.030960.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Italiano)"
"RESTAURANTE M.M. CORDEIRENSE LTDA-ME";"RESTAURANTE CHEIRO VERDE";"35.852.904/0001-20";"Sociedade Empresária";"06/12/1989";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";28540000;"RJ";"Cordeiro";"Cordeiro";"RUA ABEL VENTURA RIBEIRO DE MORAES, 341";"(22) 2551-1894";"";"";"";"";"19.032378.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RESTAURANTE MANOEL LTDA.";"RESTAURANTE O BIFAO";"91.665.034/0001-50";"Sociedade Empresária";"25/05/1972";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";93510380;"RS";"Novo Hamburgo";"Centro";"RUA SAO JACO, 94";"(51) 3593-4423";"(51) 3593-4423";"";"";"WWW.BIFAO.COM.BR";"23.030275.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"RESTAURANTE MINEIRO DO HUMAITÁ LTDA";"RESTAURANTE À MINEIRA";"04.275.482/0001-43";"Sociedade Empresária";"27/07/2001";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22271091;"RJ";"Rio de Janeiro";"Botafogo";"RUA VISCONDE DE SILVA, 152";"(21) 2535-2835";"(21) 2266-0520";"";"";"WWW.RESTAURANTEAMINEIRA.COM.BR";"19.030582.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Francês,Inglês"")"
"RESTAURANTE NEVADA LTDA";"RESTAURANTE NEVADA LTDA";"52.482.585/0001-27";"Sociedade Empresária";"25/04/1983";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";12460000;"SP";"Campos do Jordão";"Campos do Jordão";"AVENIDA MACEDO SOARES, 159";"(12) 3663-1566";"(12) 3663-1196";"sonia_nevada@hotmail.com";"";"WWW.RESTAURANTENEVADA.COM.BR";"26.031500.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RESTAURANTE NONNO MIO LTDA - EPP";"NONNO MIO";"91.493.189/0001-57";"Sociedade Empresária";"01/04/1987";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";95670000;"RS";"Gramado";"Gramado";"AV BORGES DE MEDEIROS  2070";"(54) 3286-1252";"(54) 3036-1252";"nonnomio@nonnomil.com.br";"";"www.nonnomio.com.br";"23.029878.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"(""Alemão,Inglês,Italiano"")"
"RESTAURANTE O PEIXARÃO LTDA";"O PEIXARÃO";"09.219.349/0001-93";"Sociedade Empresária";"27/11/2007";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57035700;"AL";"Maceió";"Jatiúca";"AV. JÚLIO MARQUES LUZ, 50";"(82) 3325-7011";"(82) 3325-6119";"maceio@opeixarao.com.br";"";"WWW.OPEIXARAO.COM.BR";"02.030403.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"(""Inglês,Espanhol"")"
"RESTAURANTE PANORAMICO WEINHOF LTDA - EPP";"RESTAURANTE PANORAMICO WEINHOF LTDA - EPP";"06.062.906/0001-17";"Sociedade Empresária";"22/12/2003";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89203005;"SC";"Joinville";"Atiradores";"RUA VISCONDE DE TAUNAY, 340";"(47) 3145-6700";"(47) 3145-6775";"reservas@tannenhof.com.br";"diretoria@tannenhof.com.br";"WWW.TANNENHOF.COM.BR";"24.031194.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";150;"(""Alemão,Inglês"")"
"RESTAURANTE PARQUE DOS LAGOS LTDA EPP";"RESTAURANTE PARQUE DOS LAGOS LTDA";"02.741.649/0001-99";"Sociedade Empresária";"29/04/1998";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89120000;"SC";"Timbó";"Timbó";"RODOVIA SC 477 KM 5 BAIRRO DAS CAPITAIS TIMBÓ SC";"(XX) 9192-2500";"";"";"";"";"24.032714.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RESTAURANTE PORTUGAL BRASIL LTDA ME";"SABOR PORTUGUES RESTAURANTE";"00.227.672/0001-34";"Sociedade Empresária";"25/01/1991";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75113200;"GO";"Anápolis";"Jundiaí";"AV UNIVERSITARIA N° 2.221 LJ. 241 ANASHOPPING VILA S.ISABEL";"(62) 3314-1013";"(62) 9271-2871";"";"";"";"09.029820.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RESTAURANTE RADAVELLI LTDA";"RESTAURANTE E CANTINA CASA NOSTRA";"02.794.643/0001-80";"Sociedade Empresária";"17/10/1998";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";93510120;"RS";"Novo Hamburgo";"Centro";"R ENG IGNACIO CHISTIANO PLANGG, 94";"";"";"";"";"";"23.030321.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"RESTAURANTE RODAPIZZA A. DE BONI LTDA";"RODAPIZZA ADRIANE KRONHARDT";"04.064.099/0001-46";"Sociedade Empresária";"21/09/2000";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";94010000;"RS";"Gravataí";"Centro";"R. JOSÉ LOUREIRO DA SILVA 1230";"(51) 3484-4205";"(51) 3484-4205";"eventosadriane@gmail.com";"";"";"23.030518.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";300;"(Alemão)"
"RESTAURANTE RUBIRAI LTDA - ME";"RESTAURANTE RUBIRAI";"53.556.213/0001-60";"Sociedade Empresária";"15/06/1984";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";18200270;"SP";"Itapetininga";"Centro";"RUA PEDRO MARQUES, 16";"(15) 3272-4936";"(15) 3272-1399";"";"";"";"26.030771.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RESTAURANTE SABOR BRASIL LTDA.";"RESTAURANTE SABOR BRASIL";"07.170.981/0001-64";"Sociedade Empresária";"26/04/2005";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";59015450;"RN";"Natal";"Tirol";"AV. BERNARDO VIEIRA 3775 LOJA 205 A";"(84) 3646-3213";"";"";"";"";"20.030031.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"RESTAURANTE SABOR DO VALE LTDA - ME";"SABOR DO VALE";"05.937.437/0001-70";"Sociedade Empresária";"13/12/2003";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95700000;"RS";"Bento Gonçalves";"Bento Gonçalves";"AL FENAVINHO 481";"(54) 3452-7976";"(54) 3452-7976";"gilmar@sabordovale.com.br";"";"www.sabordovale.com.br";"23.031033.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";260;"(""Inglês,Espanhol"")"
"RESTAURANTE SAPORE D´ITALIA LTDA";"SAPORE D´ITALIA";"40.947.905/0001-98";"Sociedade Empresária";"25/03/1992";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58103355;"PB";"Campina Grande";"Santo Antônio";"R. SANTO ANTONIO,74";"(83) 3341-5859";"(83) 3321-8393";"tochtof@terra.com.br";"";"SAPOREDITALIA.NET";"15.032137.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";240;"("""")"
"RESTAURANTE SERVUS LTDA  ME";"SERVUS";"04.588.544/0001-77";"Sociedade Empresária";"15/07/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";72501100;"DF";"Santa Maria";"Santa Maria";"RODOVIA DF 140 KM 6,2 CHÁCARA MARITACAS";"(XX) 3339-6180";"";"";"";"WWW.RESTAURANTESERVUS.COM";"07.031736.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Alemão)"
"RESTAURANTE SICA LTDA";"RESTAURANTE SICA LTDA";"88.464.854/0001-70";"Sociedade Empresária";"11/10/1982";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95050520;"RS";"Caxias do Sul";"Jardim América";"RUA ITALO VITOR BERSANI, 1134";"(54) 3028-4800";"(54) 3028-4800";"";"";"WWW.RESTAURANTESICA.COM.BR";"23.030492.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Italiano,Espanhol"")"
"RESTAURANTE SIEDLERTAL LTDA";"RESTAURANTE TÍPICO SIEDLERTAL";"03.317.577/0001-10";"Sociedade Empresária";"15/07/1999";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89107000;"SC";"Pomerode";"Pomerode";"RUA HERMANN WEEGE 500";"(47) 3387-2455";"";"";"";"WWW.SIEDLERTAL.COM.BR";"24.030847.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Alemão,Inglês,Espanhol"")"
"RESTAURANTE SUNSAKI LTDA";"SUNSAKI";"29.136.801/0001-60";"Sociedade Empresária";"15/05/1975";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24360022;"RJ";"Niterói";"São Francisco";"AV QUINTINO BOCAIUVA 225 LOJA E LJS 1,2 E 3";"(XX) 2714-0686";"";"";"";"WWW.SUNSAKI.COM.BR";"19.030737.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Japonês,Espanhol"")"
"RESTAURANTE TIPICO COLONIAL WUNDERWALD LTDA";"RESTAURANTE TIPICO COLONIAL WUNDERWALD";"02.754.147/0001-00";"Sociedade Empresária";"01/08/1998";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89107000;"SC";"Pomerode";"Pomerode";"RUA RICARDO BAHR";"(47) 3395-1700";"(47) 3395-1700";"";"";"WWW.WUNDERWALD.COM.BR";"24.030763.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Alemão,Inglês,Espanhol"")"
"RESTAURANTE VALE QUANTO PESA LTDA";"RESTAURANTE VALE QUANTO PESA";"00.122.647/0001-96";"Sociedade Empresária";"01/06/1994";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95670000;"RS";"Gramado";"Gramado";"RUA SAO PEDRO 401";"(54) 3286-3457";"(54) 3286-3457";"";"";"";"23.030467.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Alemão,Inglês,Espanhol"")"
"RESTAURANTE VILA ANTIGA GRILL LTDA-ME";"VILA ANTIGA";"70.133.582/0001-60";"Sociedade Empresária";"30/08/1994";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58101070;"PB";"Campina Grande";"Centro";"RUA 13 DE MAIO, Nº 164";"(83) 3341-4718";"(83) 3341-0008";"vilaantiga@hotmail.com";"";"www.vilaantiga.com.br";"15.031261.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";120;"(""Nenhuma das Opções"")"
"RESTAURANTE VOVO NIQUINHA";"RESTAURANTE VOVO NIQUINHA                          ";"02.310.066/0001-03";"Sociedade Empresária";"01/01/1998";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29560000;"ES";"Guaçuí";"Guaçuí";"RUA JOSE FERREIRA ALVES, 113                                ";"(28) 3553-1204";"(28) 3553-1131";"";"";"";"08.011431.15.0001-2";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"("""")"
"RESTAURANTE ZONA SUL 2008 LTDA";"BURGÃO";"03.293.114/0001-65";"Sociedade Empresária";"12/05/2008";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22230061;"RJ";"Rio de Janeiro";"Flamengo";"RUA MARQUES DE ABRANTES, 118 LOJA A";"(21) 2551-0100";"(21) 3237-4000";"";"";"WWW.BURGAO.COM.BR";"19.029958.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Francês,Inglês,Japonês,Espanhol,Italiano"")"
"RESTURANTE E CHURRASCARIA DA DADA LTDA";"RESTAURANTE DA DADA";"10.886.961/0001-07";"Sociedade Empresária";"01/06/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76270000;"GO";"Jussara";"Jussara";"AVENIDA JOSE BONIFACIO, 395, QD 07 LT 21";"(62) 3373-2906";"(62) 3373-2906";"";"";"";"09.030606.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"REZENDE & FIEDLER COMERCIO LTDA";"REZENDE & FIEDLER COMERCIO";"03.178.827/0001-88";"Sociedade Empresária";"25/01/1999";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";39400215;"MG";"Montes Claros";"Centro";"AV. DEPUTADO ESTEVES RODRIGUES, 556 ";"(XX) 3221-6777";"";"";"";"";"11.031935.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RICARDO DA SILVA ME";"CAFÉ BRASIL";"00.436.176/0001-90";"Sociedade Empresária";"16/02/1995";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62598000;"CE";"Jijoca de Jericoacoara";"Jijoca de Jericoacoara";"TRAVESSA EDVAR ESMERINDO, 65";"(88) 3669-2272";"";"";"";"";"06.032891.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"RIEDEL E NALESSO LTDA ME";"PARATI RESTAURANTE";"00.873.517/0001-95";"Sociedade Empresária";"19/10/1995";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";18200350;"SP";"Itapetininga";"Centro";"RUA CEL. PEDRO DIAS BATISTA 1164";"(15) 3271-0246";"(15) 3271-0246";"paratirestaurante@gmail.com";"";"";"26.030409.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";96;"(Inglês)"
"RILSE BUFFET E RESTAURANTE LTDA";"CHOPPERIA 2000";"04.451.957/0001-05";"Sociedade Empresária";"01/02/2004";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24435000;"RJ";"São Gonçalo";"Porto Novo";"RUA D. FRANCISCO PORTELA, 2710";"(XX) 2712-2764";"(XX) 2712-2764";"";"";"";"19.030246.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RILUI COMERCIO DE ALIMENTOS LTDA";"FRANGO & CIA";"04.119.524/0001-57";"Sociedade Empresária";"10/11/2000";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";90610000;"RS";"Porto Alegre";"Azenha";"AV. IPIRANGA, 5200 LOJA 126";"(51) 3061-5154";"(51) 3061-5154";"";"";"";"23.031274.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RISTORANTE DI PAOLO LTDA ME";"RISTORANTE DI PAOLO";"01.553.343/0001-46";"Sociedade Empresária";"02/01/1997";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95110690;"RS";"Caxias do Sul";"Desvio Rizzo";"RODOVIA TSC 453,2780 KM 3.5 LOJA 213";"(XX) 3209-8935";"";"";"";"WWW.CASADIPAOLO.COM.BR";"23.029868.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Italiano,Espanhol"")"
"RISTORANTE E PIZZARIA GRECO LTDA";"PARADISO RISTORANTE & PIZZARIA";"11.117.236/0001-29";"Sociedade Empresária";"04/09/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74150070;"GO";"Goiânia";"Setor Marista";"RUA 24 Nº 14 QD. G 11 LT.05";"(62) 3941-1159";"(62) 8148-6328";"";"";"";"09.031925.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RISTORANTE TARANTINO LTDA";"TARANTINO";"05.246.724/0001-33";"Sociedade Empresária";"24/08/2002";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95670000;"RS";"Gramado";"Gramado";"AV DAS HORTENSIAS Nº 1522";"(54) 3286-9757";"";"";"";"";"23.031016.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"RODRIGUES PERES E CIA LTDA";"HOTEL POUSADA VALE DO SOL";"04.886.126/0001-66";"Sociedade Empresária";"08/04/2002";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";87550000;"PR";"Altônia";"Altônia";"ESTRADA CIRCULAR LOTE 03 E 04";"(44) 3659-1058";"(44) 3659-1058";"camila_rosouza@hotmail.com";"";"WWW.VALEDOSOLALTONIA.COM.BR";"18.031124.15.0001-0";"5510-8/01-HOTEL (Primário), 5510-8/01-HOTEL COM OU SEM SERVIÇO DE RESTAURANTE (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";100;"(Espanhol)"
"ROGUIMAR LANCHONETE LTDA";"LUZ DO SOL";"10.983.886/0001-94";"Sociedade Empresária";"27/08/2009";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22030000;"RJ";"Rio de Janeiro";"Copacabana";"RUA TONELERO, 173 LOJA A / B";"(21) 2548-2577";"";"";"";"";"19.031411.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Turco,Italiano,Espanhol"")"
"ROLF SCHOENFELDER ME";"SCHOEN LANCHES";"81.839.771/0001-79";"Sociedade Empresária";"02/05/1990";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89107000;"SC";"Pomerode";"Pomerode";"RUA XV DE NOVEMBRO 1098";"(47) 3387-3491";"";"";"";"";"24.030848.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Alemão,Inglês"")"
"ROSANGELA S. HAENISCH";"RESTAURANTE DON NUNEZ";"02.091.378/0001-73";"Sociedade Empresária";"16/09/1997";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85010090;"PR";"Guarapuava";"Centro";"AV. PREF. MOACIR JULIO SILVESTRI, 682";"(42) 3623-6219";"";"";"";"";"18.031632.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"RV COMERCIO DE ALIMENTOS LTDA ME";"BRASIL CAIPIRA";"08.902.615/0001-15";"Sociedade Empresária";"25/06/2007";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79031900;"MS";"Campo Grande";"Santa Fé";"AV AFONSO PENA, 4909";"(67) 3027-5030";"";"";"";"";"12.030339.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"S H SOARES DA COSTA DE DEUS BAR E RESTAURANTE ME";"RESTAURANTE MANAH";"08.965.664/0001-05";"Sociedade Empresária";"12/07/2007";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";28770000;"RJ";"Santa Maria Madalena";"Santa Maria Madalena";"RUA BARÃO DE MADALENA, 19";"";"";"";"";"";"19.030355.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"SABINA GOUMERT RESTAURANTE LTDA EPP";"SABINA GOUMERT RESTAURANTE LTDA EPP";"09.048.424/0001-09";"Sociedade Empresária";"20/08/2007";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";18095340;"SP";"Sorocaba";"Jardim Santa Rosália";"AV PEREIRA DA SILVA 1400-1 ANDAR";"(15) 3212-7777";"";"";"";"";"26.032411.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"SABOR CAFÉ COMÉRCIO LTDA ME";"SABOR CAFÉ";"08.931.756/0001-66";"Sociedade Empresária";"02/07/2007";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";29260000;"ES";"Domingos Martins";"Domingos Martins";"RUA JOÃO B. WERNERSBACH, 54";"(27) 3268-3263";"";"elenasaborcafe@hotmail.com";"";"";"08.032430.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";52;"(""Nenhuma das Opções"")"
"SABRINA DE FRANÇA DAMASCENO ME";"CAFÉ EXPRESSO SARETA";"08.276.394/0001-17";"Sociedade Empresária";"01/08/2006";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63900000;"CE";"Quixadá";"Quixadá";"RUA RODRIGUES JUNIOR, 1376";"(88) 3414-5757";"";"";"";"";"06.031495.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
